car type,price,mileage,gear_type,year,cynlinder,date
Land Rover  Range Rover  Vogue Autobiography,140000.0,150000.0,Automatic,2015,8,2023-02-25 00:00:00
Jeep  Gladiator  Launch Edition,180000.0,18500.0,Automatic,2020,6,2023-02-25 00:00:00
Land Rover  Range Rover  Vogue SE Super charged,180000.0,92000.0,Automatic,2016,8,2023-02-25 00:00:00
Lexus  LX  570 S Black Edition,345000.0,78000.0,Automatic,2020,8,2023-02-25 00:00:00
Mercedes-Benz  S-Class  560 Coupe,360000.0,24000.0,Automatic,2019,8,2023-02-25 00:00:00
Ford  Raptor,195000.0,75000.0,Automatic,2018,6,2023-02-25 00:00:00
BMW  3-Series  320i,35000.0,200000.0,Automatic,2015,4,2023-02-25 00:00:00
Chevrolet  Suburban,90000.0,126000.0,Automatic,2016,8,2023-02-25 00:00:00
GMC  Sierra  AT4,170000.0,70000.0,Automatic,2020,8,2023-02-25 00:00:00
Lincoln  MKX,55000.0,91000.0,Automatic,2016,6,2023-02-25 00:00:00
Nissan  Patrol  SE,79000.0,165000.0,Automatic,2015,8,2023-02-25 00:00:00
Toyota  Avalon,30000.0,300000.0,Automatic,2013,6,2023-02-25 00:00:00
Ford  Raptor,215000.0,67000.0,Automatic,2020,6,2023-02-25 00:00:00
Lexus  LX  570 S,287000.0,170000.0,Automatic,2018,8,2023-02-25 00:00:00
Toyota  FJ Cruiser,51000.0,165000.0,Automatic,2008,6,2023-02-25 00:00:00
Porsche  Cayenne  GTS,420000.0,41000.0,Automatic,2021,8,2023-02-25 00:00:00
Ford  Raptor,230000.0,33000.0,Automatic,2020,6,2023-02-25 00:00:00
Lexus  LX  570 S Black Edition,360000.0,29000.0,Automatic,2020,8,2023-02-25 00:00:00
Mercedes-Benz  S-Class  450,200000.0,122000.0,Automatic,2018,6,2023-02-25 00:00:00
Nissan  Patrol  Platinum,112000.0,118000.0,Automatic,2016,8,2023-02-25 00:00:00
GMC  Yukon  SLT,165000.0,80000.0,Automatic,2019,8,2023-02-25 00:00:00
Land Rover  Range Rover  Velar R-Dynamic,200000.0,40000.0,Automatic,2019,6,2023-02-25 00:00:00
Porsche  Panamera  4S,80000.0,56000.0,Automatic,2011,6,2023-02-25 00:00:00
Mitsubishi  Outlander,82000.0,60000.0,Automatic,2019,4,2023-02-25 00:00:00
Ford  Raptor  SVT,100000.0,112000.0,Automatic,2014,8,2023-02-25 00:00:00
Nissan  Patrol  Super Safari,165000.0,7000.0,Manual,2021,6,2023-02-25 00:00:00
Ford  F  150 LARIAT,160000.0,57800.0,Automatic,2020,6,2023-02-25 00:00:00
BMW  5-Series  520i,59000.0,102000.0,Automatic,2016,4,2023-02-25 00:00:00
Jeep  Grand Cherokee  Limited,52000.0,150000.0,Automatic,2014,6,2023-02-25 00:00:00
Lexus  LX  570 S,189000.0,107701.0,Automatic,2015,8,2023-02-25 00:00:00
GMC  Sierra  2500 HD,155000.0,58000.0,Automatic,2015,8,2023-02-25 00:00:00
Lexus  LX  570 S Black Edition,338000.0,47000.0,Automatic,2020,8,2023-02-25 00:00:00
Mitsubishi  Eclipse  Cross Highline,59999.0,74300.0,Automatic,2019,4,2023-02-25 00:00:00
Nissan  Patrol  SE,95000.0,136000.0,Automatic,2015,8,2023-02-25 00:00:00
GMC  Terrain  SLE,39000.0,115000.0,Automatic,2015,4,2023-02-25 00:00:00
BMW  7-Series  740 Li,130000.0,86000.0,Automatic,2016,6,2023-02-25 00:00:00
Mini  Cooper  S,56000.0,95000.0,Automatic,2016,4,2023-02-25 00:00:00
Jeep  Grand Cherokee  Summit,145000.0,23000.0,Automatic,2019,8,2023-02-25 00:00:00
Toyota  Land Cruiser  GXR,242000.0,12000.0,Automatic,2021,8,2023-02-25 00:00:00
Land Rover  Range Rover  Vogue,195000.0,83000.0,Automatic,2016,8,2023-02-25 00:00:00
BMW  X-Series  X5 M Competition,309000.0,22000.0,Automatic,2021,6,2023-02-25 00:00:00
Mercedes-Benz  S-Class  450,200000.0,118000.0,Automatic,2018,6,2023-02-25 00:00:00
Land Rover  Defender  110,309000.0,18000.0,Automatic,2021,6,2023-02-25 00:00:00
BMW  3-Series  320i,148000.0,22000.0,Automatic,2021,4,2023-02-25 00:00:00
Mercedes-Benz  V-Class  250,219000.0,400.0,Automatic,2021,4,2023-02-25 00:00:00
Ford  Bronco,269000.0,2500.0,Automatic,2021,6,2023-02-25 00:00:00
Chevrolet  Silverado  Trail Boss,149000.0,39000.0,Automatic,2020,8,2023-02-25 00:00:00
Mercedes-Benz  G-Class  63 AMG,269999.0,104000.0,Automatic,2017,8,2023-02-25 00:00:00
BMW  5-Series  540i,99999.0,183000.0,Automatic,2017,6,2023-02-25 00:00:00
BMW  7-Series  730 Li,129999.0,64000.0,Automatic,2018,4,2023-02-25 00:00:00
Dodge  Viper  SRT-10,229999.0,69000.0,Manual,2008,10,2023-02-25 00:00:00
GMC  Sierra  1500,73999.0,124000.0,Manual,2005,8,2023-02-25 00:00:00
Mini  Cooper  CountryMan S,219999.0,74000.0,Automatic,2016,4,2023-02-25 00:00:00
Mercedes-Benz  A-Class  45 S AMG,99999.0,36000.0,Automatic,2020,4,2023-02-25 00:00:00
Mercedes-Benz  CLA  45 AMG,440000.0,94000.0,Automatic,2015,4,2023-02-25 00:00:00
GMC  Sierra  2500 HD,375000.0,20000.0,Automatic,2020,8,2023-02-25 00:00:00
Cadillac  Escalade  Premium,318000.0,28000.0,Automatic,2021,8,2023-02-25 00:00:00
Toyota  Land Cruiser  VXR,112000.0,330000.0,Automatic,2013,8,2023-02-25 00:00:00
BMW  7-Series  730 Li,119000.0,122000.0,Automatic,2017,6,2023-02-25 00:00:00
Mercedes-Benz  S-Class  450,479000.0,27000.0,Automatic,2021,6,2023-02-25 00:00:00
Mercedes-Benz  S-Class  560,215000.0,42000.0,Automatic,2018,8,2023-02-25 00:00:00
Mercedes-Benz  C-Class  200 AMG,99000.0,51000.0,Automatic,2020,4,2023-02-25 00:00:00
Toyota  Land Cruiser  GXR,58000.0,324000.0,Automatic,2013,8,2023-02-25 00:00:00
Nissan  Patrol  Pickup,45000.0,188000.0,Automatic,2016,6,2023-02-25 00:00:00
Mercedes-Benz  CLS  350 AMG,185000.0,189000.0,Automatic,2012,6,2023-02-25 00:00:00
Toyota  Land Cruiser  GXR,255000.0,104000.0,Automatic,2021,6,2023-02-25 00:00:00
GMC  Yukon  XL,298000.0,216000.0,Automatic,2011,8,2023-02-25 00:00:00
GMC  Sierra  Elevation,120000.0,56000.0,Automatic,2019,8,2023-02-25 00:00:00
Cadillac  Escalade,120000.0,58000.0,Automatic,2015,8,2023-02-25 00:00:00
Land Rover  Defender  110 HSE,375000.0,22000.0,Automatic,2021,6,2023-02-25 00:00:00
Mercedes-Benz  G-Class  63 AMG,760000.0,4000.0,Automatic,2021,8,2023-02-25 00:00:00
Chevrolet  Suburban,35000.0,100000.0,Automatic,2012,8,2023-02-25 00:00:00
Mercedes-Benz  V-Class  250,159999.0,1600.0,Automatic,2021,4,2023-02-25 00:00:00
Mercedes-Benz  GLE  400,89999.0,135000.0,Automatic,2016,6,2023-02-25 00:00:00
Nissan  Patrol  SE,89999.0,128000.0,Automatic,2016,8,2023-02-25 00:00:00
Ford  Edge  Sport,79999.0,78000.0,Automatic,2017,6,2023-02-25 00:00:00
Toyota  C-HR  HIBRID,79999.0,22350.0,Automatic,2021,4,2023-02-25 00:00:00
GMC  Terrain  SLE,54999.0,92800.0,Automatic,2018,4,2023-02-25 00:00:00
BMW  7-Series  730 Li,84999.0,82300.0,Automatic,2015,6,2023-02-25 00:00:00
Hummer  H1,319999.0,2700.0,Automatic,2003,8,2023-02-25 00:00:00
Porsche  Cayenne  S,299999.0,37350.0,Automatic,2019,6,2023-02-25 00:00:00
Dodge  Durango  GT,89999.0,89800.0,Automatic,2017,8,2023-02-25 00:00:00
Nissan  Patrol  Nismo,299999.0,43200.0,Automatic,2021,8,2023-02-25 00:00:00
Ford  Bronco  Wild Trak,249999.0,7300.0,Automatic,2021,6,2023-02-25 00:00:00
Dodge  Ram  Limited,189999.0,42500.0,Automatic,2020,8,2023-02-25 00:00:00
Audi  S  3,64999.0,107700.0,Automatic,2016,4,2023-02-25 00:00:00
Land Rover  Defender  110 SE,329999.0,56400.0,Automatic,2020,6,2023-02-25 00:00:00
Fiat  124  Spider,114999.0,18000.0,Automatic,2019,4,2023-02-25 00:00:00
BMW  8-Series  850i,299999.0,20300.0,Automatic,2019,8,2023-02-25 00:00:00
Toyota  Tundra  SR5,259999.0,5000.0,Automatic,2021,8,2023-02-25 00:00:00
Audi  Q5  45 TFSI Quattro S-Line,139999.0,52500.0,Automatic,2018,4,2023-02-25 00:00:00
Chevrolet  Silverado  LT Trail Boss Z71,159999.0,41800.0,Automatic,2021,8,2023-02-25 00:00:00
Chevrolet  Camaro  SS,84999.0,33700.0,Automatic,2014,8,2023-02-25 00:00:00
BMW  X-Series  X5 M50i,259999.0,53400.0,Automatic,2020,8,2023-02-25 00:00:00
Mercedes-Benz  C-Class  200,134999.0,72500.0,Automatic,2019,4,2023-02-25 00:00:00
BMW  6-Series  650i,124999.0,86900.0,Automatic,2016,8,2023-02-25 00:00:00
Toyota  Land Cruiser  GXR,58000.0,439000.0,Automatic,2009,8,2023-02-25 00:00:00
Ford  Raptor,183000.0,124000.0,Automatic,2018,6,2023-02-25 00:00:00
Mercedes-Benz  C-Class  200,43000.0,126000.0,Automatic,2013,4,2023-02-25 00:00:00
Chevrolet  Corvette  C7,180000.0,20000.0,Manual,2014,8,2023-02-25 00:00:00
Mercedes-Benz  G-Class  63 AMG,639999.0,52500.0,Automatic,2020,8,2023-02-25 00:00:00
Land Rover  Defender  First Edition,309999.0,62000.0,Automatic,2020,6,2023-02-25 00:00:00
Mercedes-Benz  G-Class  500,569999.0,7800.0,Automatic,2020,8,2023-02-25 00:00:00
Dodge  Ram  Limited,189000.0,62000.0,Automatic,2020,8,2023-02-25 00:00:00
Mercedes-Benz  G-Class  63 AMG,749999.0,24850.0,Automatic,2021,8,2023-02-25 00:00:00
Audi  RS  7,499999.0,5300.0,Automatic,2021,8,2023-02-25 00:00:00
Lincoln  MKS,52000.0,20000.0,Automatic,2015,6,2023-02-25 00:00:00
Mercedes-Benz  G-Class  63 AMG,639999.0,57700.0,Automatic,2020,8,2023-02-25 00:00:00
MG  RX8  30 T,79000.0,68000.0,Automatic,2020,4,2023-02-25 00:00:00
Toyota  Land Cruiser  GX,123000.0,190000.0,Automatic,2016,6,2023-02-25 00:00:00
Toyota  Land Cruiser  GX,119000.0,186000.0,Automatic,2016,6,2023-02-25 00:00:00
Subaru  STI,62500.0,78000.0,Manual,2016,4,2023-02-25 00:00:00
Toyota  Land Cruiser  GXR,63999.0,387000.0,Automatic,2008,8,2023-02-25 00:00:00
Lexus  RX  350,179000.0,23000.0,Automatic,2020,6,2023-02-25 00:00:00
Land Rover  Range Rover  Sport HSE,115000.0,87000.0,Automatic,2014,6,2023-02-25 00:00:00
Lexus  LX  570 S,283000.0,103000.0,Automatic,2018,8,2023-02-25 00:00:00
Mercedes-Benz  S-Class  63 AMG,375000.0,22000.0,Automatic,2020,8,2023-02-25 00:00:00
BMW  X-Series  X4,85000.0,93000.0,Automatic,2015,4,2023-02-25 00:00:00
Bentley  Concours,400000.0,17000.0,Automatic,2015,8,2023-02-25 00:00:00
Maserati  Grancabrio,159000.0,32000.0,Automatic,2012,8,2023-02-25 00:00:00
BMW  X-Series  X5 M,175000.0,52000.0,Automatic,2016,8,2023-02-25 00:00:00
Land Rover  LR4,79000.0,103000.0,Automatic,2016,6,2023-02-25 00:00:00
Mercedes-Benz  S-Class  500 AMG,245000.0,58000.0,Automatic,2015,8,2023-02-25 00:00:00
Land Rover  Range Rover  Sport,210000.0,76000.0,Automatic,2019,6,2023-02-25 00:00:00
Lexus  LX  570 S,180000.0,125000.0,Automatic,2014,8,2023-02-25 00:00:00
BMW  7-Series  730 Li,229000.0,40350.0,Automatic,2020,4,2023-02-25 00:00:00
Mercedes-Benz  ML  500,70000.0,81000.0,Automatic,2013,8,2023-02-25 00:00:00
Nissan  Patrol  GL-V,38000.0,180000.0,Manual,2007,6,2023-02-25 00:00:00
Nissan  Patrol  LE,183000.0,44000.0,Automatic,2021,8,2023-02-25 00:00:00
Lexus  LX  570 S,328000.0,90000.0,Automatic,2020,8,2023-02-25 00:00:00
Mitsubishi  L 200,35000.0,137000.0,Manual,2016,4,2023-02-25 00:00:00
Toyota  Camry  Limited,100000.0,34000.0,Automatic,2020,6,2023-02-25 00:00:00
Toyota  Land Cruiser  GXR,210000.0,15000.0,Automatic,2019,6,2023-02-25 00:00:00
GMC  Yukon  XL,20000.0,419000.0,Automatic,2008,8,2023-02-25 00:00:00
Toyota  Land Cruiser  GX,90000.0,360000.0,Automatic,2009,6,2023-02-25 00:00:00
Mercedes-Benz  GLE  400 AMG,165000.0,42000.0,Automatic,2018,6,2023-02-25 00:00:00
Toyota  Land Cruiser  GXR,125000.0,158000.0,Automatic,2015,8,2023-02-25 00:00:00
Toyota  Land Cruiser  VXR,245000.0,37000.0,Automatic,2021,8,2023-02-25 00:00:00
Toyota  Land Cruiser  GXR,235000.0,45000.0,Automatic,2021,8,2023-02-25 00:00:00
Mitsubishi  Pajero  3.8,69900.0,83000.0,Automatic,2018,6,2023-02-25 00:00:00
Mitsubishi  Pajero  3.5,55000.0,60500.0,Automatic,2015,6,2023-02-25 00:00:00
Ford  Bronco  Badlands,239000.0,100.0,Automatic,2021,4,2023-02-25 00:00:00
Peugeot  301,22500.0,40000.0,Automatic,2017,4,2023-02-25 00:00:00
Nissan  Patrol  Titanium,145000.0,120000.0,Automatic,2017,8,2023-02-25 00:00:00
Mitsubishi  Pajero  3.8,69900.0,73000.0,Automatic,2018,6,2023-02-25 00:00:00
Dodge  Challenger  R/T,149500.0,35000.0,Automatic,2021,8,2023-02-25 00:00:00
Ford  Explorer,57500.0,86000.0,Automatic,2016,6,2023-02-25 00:00:00
Ford  Bronco  Wild Trak,259000.0,300.0,Automatic,2021,6,2023-02-25 00:00:00
Mercedes-Benz  S-Class  450,255000.0,68100.0,Automatic,2018,6,2023-02-25 00:00:00
Land Rover  Defender  110 HSE,349000.0,23500.0,Automatic,2021,6,2023-02-25 00:00:00
Ford  Ranger  Wildtrak,115000.0,38500.0,Automatic,2020,6,2023-02-25 00:00:00
Nissan  Patrol  Platinum,84000.0,190000.0,Automatic,2015,8,2023-02-25 00:00:00
Nissan  Patrol  Platinum,114000.0,171000.0,Automatic,2016,8,2023-02-25 00:00:00
Toyota  Land Cruiser  GXR,175000.0,82000.0,Automatic,2019,6,2023-02-25 00:00:00
Mercedes-Benz  CLA  45 AMG,88000.0,70000.0,Tiptronic,2015,4,2023-02-25 00:00:00
Mercedes-Benz  GT  53 AMG,379000.0,26000.0,Automatic,2020,8,2023-02-25 00:00:00
Mercedes-Benz  S-Class  63 AMG,220000.0,126000.0,Automatic,2015,8,2023-02-25 00:00:00
Mercedes-Benz  S-Class  400 AMG,120000.0,80000.0,Automatic,2014,6,2023-02-25 00:00:00
Lexus  LX  570,227000.0,200000.0,Automatic,2016,8,2023-02-25 00:00:00
Toyota  Land Cruiser  VXR,167000.0,91000.0,Automatic,2019,8,2023-02-25 00:00:00
Toyota  Sequoia,53000.0,280000.0,Automatic,2013,8,2023-02-25 00:00:00
Cadillac  Escalade  Platinum,229000.0,30000.0,Automatic,2020,8,2023-02-25 00:00:00
Forthing  T5  Evo,82000.0,3000.0,Automatic,2020,4,2023-02-25 00:00:00
Ford  Escape,45000.0,30000.0,Automatic,2019,4,2023-02-25 00:00:00
Mercedes-Benz  S-Class  400,135000.0,83000.0,Automatic,2015,6,2023-02-25 00:00:00
Toyota  Land Cruiser  GXR,63000.0,265000.0,Automatic,2008,8,2023-02-25 00:00:00
Chevrolet  Express,88000.0,45000.0,Automatic,2017,8,2023-02-25 00:00:00
Toyota  Land Cruiser  GX,55000.0,224000.0,Manual,2007,6,2023-02-25 00:00:00
Mitsubishi  Pajero,83000.0,42000.0,Automatic,2017,6,2023-02-25 00:00:00
Toyota  Land Cruiser  LX,88000.0,120000.0,Manual,2019,6,2023-02-25 00:00:00
Toyota  Hilux,77000.0,99000.0,Manual,2021,4,2023-02-25 00:00:00
Toyota  Land Cruiser  GXR,169000.0,149000.0,Automatic,2018,8,2023-02-25 00:00:00
Lexus  LS  500,358000.0,7000.0,Automatic,2021,6,2023-02-25 00:00:00
Dodge  Charger  RT,52000.0,82000.0,Automatic,2014,8,2023-02-25 00:00:00
Lexus  IS  350 F,115000.0,56000.0,Automatic,2019,6,2023-02-25 00:00:00
Toyota  Prado  TXL,128000.0,90000.0,Automatic,2018,6,2023-02-25 00:00:00
Chevrolet  Corvette,145000.0,65000.0,Automatic,2014,8,2023-02-25 00:00:00
Land Rover  Range Rover  Sport,149000.0,91000.0,Automatic,2016,8,2023-02-25 00:00:00
Toyota  Land Cruiser  GX,129000.0,198000.0,Automatic,2017,6,2023-02-25 00:00:00
Chevrolet  Silverado,88000.0,278000.0,Automatic,2018,8,2023-02-25 00:00:00
Lexus  LX  570 S Black Edition,299000.0,124000.0,Automatic,2019,8,2023-02-25 00:00:00
Toyota  Land Cruiser  GXR- Grand Touring,235000.0,17000.0,Automatic,2020,6,2023-02-25 00:00:00
Toyota  Land Cruiser  VXR,215000.0,137000.0,Automatic,2018,8,2023-02-25 00:00:00
Bentley  Bentayga,479000.0,51000.0,Automatic,2019,8,2023-02-25 00:00:00
Ford  Raptor,239000.0,82000.0,Automatic,2020,6,2023-02-25 00:00:00
Dodge  Ram  TRX,320000.0,28000.0,Automatic,2021,8,2023-02-25 00:00:00
Mitsubishi  Pajero  3.5,79000.0,31000.0,Automatic,2020,6,2023-02-25 00:00:00
Mitsubishi  Pajero  3.8,85000.0,42000.0,Automatic,2020,6,2023-02-25 00:00:00
Hyundai  Van H1,63000.0,55000.0,Automatic,2020,4,2023-02-25 00:00:00
Mercedes-Benz  CLA  250,169000.0,43000.0,Automatic,2021,4,2023-02-25 00:00:00
Nissan  Patrol  SGL,50000.0,165000.0,Automatic,2015,6,2023-02-25 00:00:00
Lexus  LX  570 S,353000.0,41000.0,Automatic,2019,8,2023-02-25 00:00:00
Toyota  Land Cruiser  GXR,205000.0,89000.0,Automatic,2020,8,2023-02-25 00:00:00
Nissan  Patrol  LE,50000.0,255000.0,Automatic,2012,8,2023-02-25 00:00:00
Toyota  Land Cruiser  GXR,209000.0,21000.0,Automatic,2021,8,2023-02-25 00:00:00
Toyota  Land Cruiser  GXR,173000.0,155000.0,Automatic,2018,6,2023-02-25 00:00:00
Toyota  Land Cruiser  GXR,159000.0,200000.0,Automatic,2016,8,2023-02-25 00:00:00
Toyota  Land Cruiser  VXR- Grand Touring S,248000.0,94000.0,Automatic,2020,8,2023-02-25 00:00:00
Toyota  Land Cruiser  GXR,174000.0,131000.0,Automatic,2019,6,2023-02-25 00:00:00
Toyota  Land Cruiser  VXR,219000.0,126000.0,Automatic,2020,8,2023-02-25 00:00:00
Toyota  Land Cruiser  GXR,199000.0,29000.0,Automatic,2021,8,2023-02-25 00:00:00
Toyota  Land Cruiser  GXR,129000.0,178000.0,Automatic,2014,8,2023-02-25 00:00:00
Lexus  LX  570 S Black Edition,368000.0,63000.0,Automatic,2020,8,2023-02-25 00:00:00
Lexus  LX  570 S Black Edition,410000.0,26000.0,Automatic,2020,8,2023-02-25 00:00:00
Volkswagen  Touareg,68000.0,86000.0,Automatic,2015,6,2023-02-25 00:00:00
Toyota  Hilux,76000.0,57000.0,Manual,2021,4,2023-02-25 00:00:00
Toyota  Land Cruiser  VXR,198000.0,137000.0,Automatic,2018,8,2023-02-25 00:00:00
Mercedes-Benz  C-Class  180,27000.0,157000.0,Automatic,2011,4,2023-02-25 00:00:00
Mercedes-Benz  G-Class  63 AMG,659000.0,69000.0,Automatic,2021,8,2023-02-25 00:00:00
Toyota  Hilux,45000.0,70000.0,Manual,2001,4,2023-02-25 00:00:00
GMC  Sierra  AT4,144000.0,24000.0,Automatic,2021,8,2023-02-25 00:00:00
Chevrolet  Silverado,35000.0,330000.0,Automatic,2012,8,2023-02-25 00:00:00
Toyota  Land Cruiser  VXR,129000.0,198000.0,Automatic,2014,8,2023-02-25 00:00:00
Toyota  Land Cruiser  GXR,164000.0,133000.0,Automatic,2016,6,2023-02-25 00:00:00
Toyota  Land Cruiser  GXR,124000.0,59000.0,Automatic,2011,8,2023-02-25 00:00:00
Toyota  Land Cruiser  GX,87000.0,290000.0,Automatic,2012,6,2023-02-25 00:00:00
Toyota  Land Cruiser  GXR,127000.0,262000.0,Automatic,2015,8,2023-02-25 00:00:00
BMW  7-Series  740 Li,299000.0,26300.0,Automatic,2021,6,2023-02-25 00:00:00
BMW  7-Series  730 Li,149000.0,25270.0,Automatic,2018,4,2023-02-25 00:00:00
BMW  7-Series  730 Li,159000.0,67250.0,Automatic,2019,4,2023-02-25 00:00:00
BMW  X-Series  X1,79000.0,42150.0,Automatic,2017,4,2023-02-25 00:00:00
Porsche  Cayenne  S,89000.0,85000.0,Automatic,2012,8,2023-02-25 00:00:00
Porsche  Cayenne  Turbo S,200000.0,86000.0,Automatic,2016,8,2023-02-25 00:00:00
GMC  Yukon  SLT,116000.0,75000.0,Automatic,2015,8,2023-02-25 00:00:00
Ford  Mustang  Shelby GT350,175000.0,79000.0,Manual,2016,8,2023-02-25 00:00:00
Land Rover  Range Rover  Vogue SE Super charged,349000.0,71000.0,Automatic,2019,8,2023-02-25 00:00:00
Toyota  Hilux,82000.0,33000.0,Automatic,2021,4,2023-02-25 00:00:00
Jaguar  F-Type  Supercharged,98000.0,134000.0,Automatic,2015,6,2023-02-25 00:00:00
Lexus  LX  570 S,310000.0,74000.0,Automatic,2019,8,2023-02-25 00:00:00
Nissan  Patrol  LE,129000.0,128000.0,Automatic,2017,8,2023-02-25 00:00:00
Mercedes-Benz  ML  400 AMG,94000.0,41000.0,Automatic,2015,6,2023-02-25 00:00:00
BMW  X-Series  X5,25000.0,83000.0,Automatic,2007,8,2023-02-25 00:00:00
Porsche  911  Carrera,140000.0,60000.0,Manual,2002,6,2023-02-25 00:00:00
Mercedes-Benz  E-Class  300 AMG,76000.0,34000.0,Automatic,2014,6,2023-02-25 00:00:00
Cadillac  Escalade,124000.0,80000.0,Automatic,2015,8,2023-02-25 00:00:00
Lexus  LX  570 S,298000.0,54000.0,Automatic,2018,8,2023-02-25 00:00:00
Dodge  Ram  laramie,164000.0,25000.0,Automatic,2020,8,2023-02-25 00:00:00
Mercedes-Benz  GL  500,96000.0,60000.0,Automatic,2014,8,2023-02-25 00:00:00
Porsche  Cayenne,48500.0,182000.0,Automatic,2012,6,2023-02-25 00:00:00
BMW  X-Series  X5,32500.0,156000.0,Automatic,2010,6,2023-02-25 00:00:00
Mercedes-Benz  E-Class  200,177000.0,43000.0,Automatic,2021,4,2023-02-25 00:00:00
Lexus  LX  570 S,240000.0,210000.0,Automatic,2018,8,2023-02-25 00:00:00
Land Rover  Range Rover  Vogue SE Super charged,129000.0,103000.0,Automatic,2013,8,2023-02-25 00:00:00
Porsche  Cayenne  Turbo,347000.0,19000.0,Automatic,2019,8,2023-02-25 00:00:00
Toyota  Land Cruiser  GX,125000.0,190000.0,Automatic,2014,6,2023-02-25 00:00:00
Chevrolet  Corvette  C7,160000.0,80000.0,Automatic,2016,8,2023-02-25 00:00:00
Bentley  Bentayga,469000.0,50000.0,Automatic,2019,8,2023-02-25 00:00:00
Maserati  Levante,149000.0,52000.0,Automatic,2017,6,2023-02-25 00:00:00
Mercedes-Benz  G-Class  63 AMG,285000.0,65000.0,Automatic,2017,8,2023-02-25 00:00:00
Lexus  LX  570,109000.0,199000.0,Automatic,2011,8,2023-02-25 00:00:00
Toyota  Sequoia,53000.0,210000.0,Automatic,2015,8,2023-02-25 00:00:00
BMW  X-Series  X5,76000.0,113000.0,Automatic,2014,6,2023-02-25 00:00:00
Nissan  Patrol  SE,55000.0,220000.0,Automatic,2013,8,2023-02-25 00:00:00
BMW  X-Series  X5,30000.0,156000.0,Automatic,2010,6,2023-02-25 00:00:00
Toyota  Land Cruiser  VXR,92000.0,293000.0,Automatic,2013,8,2023-02-25 00:00:00
Porsche  Cayenne  GTS,178000.0,89900.0,Automatic,2016,8,2023-02-25 00:00:00
Lexus  LX  570 S,285000.0,140000.0,Automatic,2018,8,2023-02-25 00:00:00
BMW  4-Series  420 I,69500.0,130000.0,Automatic,2016,4,2023-02-25 00:00:00
Toyota  Land Cruiser  GX,56000.0,279000.0,Automatic,2008,6,2023-02-25 00:00:00
Ford  Raptor,178000.0,107000.0,Automatic,2017,6,2023-02-25 00:00:00
Toyota  Land Cruiser  GX,56000.0,293000.0,Automatic,2008,6,2023-02-25 00:00:00
Toyota  Land Cruiser  G,63000.0,269000.0,Automatic,2011,6,2023-02-25 00:00:00
Audi  A8,265000.0,8000.0,Automatic,2021,6,2023-02-25 00:00:00
BMW  X-Series  X3,53000.0,100000.0,Automatic,2014,4,2023-02-25 00:00:00
Land Rover  Range Rover  Vogue SE Super charged,185000.0,75000.0,Automatic,2016,8,2023-02-25 00:00:00
Nissan  Patrol,56000.0,320000.0,Automatic,2014,8,2023-02-25 00:00:00
Toyota  Land Cruiser  GXR,110000.0,250000.0,Automatic,2013,8,2023-02-25 00:00:00
Mercedes-Benz  E-Class  200,75000.0,70000.0,Automatic,2016,4,2023-02-25 00:00:00
Mercedes-Benz  GLE  43 AMG,224000.0,72000.0,Automatic,2019,6,2023-02-25 00:00:00
Lexus  LS  460 L,112000.0,112000.0,Automatic,2014,8,2023-02-25 00:00:00
BMW  4-Series  428 I,74000.0,78000.0,Automatic,2015,4,2023-02-25 00:00:00
Lexus  LX  570 S,355000.0,45000.0,Automatic,2019,8,2023-02-25 00:00:00
Porsche  Cayenne  S,350000.0,13000.0,Automatic,2020,6,2023-02-25 00:00:00
Chevrolet  Silverado  Z71,75000.0,183000.0,Automatic,2015,8,2023-02-25 00:00:00
Nissan  Navara,35000.0,109700.0,Automatic,2016,4,2023-02-25 00:00:00
Chevrolet  Avalanche  LT,42000.0,176000.0,Automatic,2012,8,2023-02-25 00:00:00
Jeep  Grand Cherokee  SRT,22000.0,250000.0,Automatic,2007,8,2023-02-25 00:00:00
BMW  M-Series  3,380000.0,24000.0,Automatic,2021,6,2023-02-25 00:00:00
Lexus  LX  470,50000.0,461000.0,Automatic,2004,8,2023-02-25 00:00:00
Mini  Cooper  S,80000.0,12000.0,Automatic,2017,4,2023-02-25 00:00:00
Volkswagen  Touareg  R line,299000.0,15000.0,Automatic,2021,6,2023-02-25 00:00:00
Lexus  LX  570,212000.0,259000.0,Automatic,2016,8,2023-02-25 00:00:00
Toyota  Land Cruiser  VXR,267000.0,14000.0,Automatic,2021,8,2023-02-25 00:00:00
Ford  F  150 Sport,145000.0,82000.0,Automatic,2020,6,2023-02-25 00:00:00
Toyota  Land Cruiser  G,92000.0,260000.0,Automatic,2015,6,2023-02-25 00:00:00
Mercedes-Benz  S-Class  350,35000.0,88000.0,Automatic,2009,6,2023-02-25 00:00:00
Ford  F  250 Super duty,125000.0,21500.0,Automatic,2015,8,2023-02-25 00:00:00
Toyota  Land Cruiser  GXR,87000.0,270.0,Automatic,2013,8,2023-02-25 00:00:00
Toyota  Hiace,82000.0,204000.0,Manual,2020,4,2023-02-25 00:00:00
Toyota  Corolla,62000.0,31000.0,Automatic,2020,4,2023-02-25 00:00:00
Toyota  Prado  TXL,118000.0,155000.0,Automatic,2018,4,2023-02-25 00:00:00
Chevrolet  Blazer  RS,137000.0,39300.0,Automatic,2020,6,2023-02-25 00:00:00
Mercedes-Benz  E-Class  200,160000.0,35000.0,Automatic,2018,4,2023-02-25 00:00:00
